33.869,-84.3837,1
33.8654,-84.4098,1
33.8654,-84.4054,1
33.8654,-84.3924,1
33.8654,-84.3401,1
33.8654,-84.3227,1
33.8617,-84.4228,1
33.8545,-84.388,1
33.8545,-84.3619,1
33.8545,-84.3271,1
33.8472,-84.4011,1
33.8436,-84.4316,1
33.8436,-84.4272,1
33.8436,-84.3707,1
33.84,-84.4316,1
33.8364,-84.4316,1
33.8291,-84.4359,1
33.8219,-84.4316,1
33.8183,-84.4316,1
33.8074,-84.4447,1
33.8038,-84.4577,1
33.782,-84.4838,1
33.782,-84.3186,1
33.7784,-84.4795,1
33.7748,-84.3229,1
33.7712,-84.4795,1
33.7675,-84.4838,1
33.7494,-84.4404,1
33.7422,-84.2752,1
33.7277,-84.2796,1
33.7241,-84.297,1
33.7241,-84.2927,1
33.7241,-84.2622,1
33.7204,-84.5186,1
33.7168,-84.5186,1
33.7132,-84.5273,1
33.7096,-84.4795,1
33.7059,-84.5273,1
33.7059,-84.5186,1
33.7059,-84.5056,1
33.7059,-84.4882,1
33.7059,-84.4839,1
33.7059,-84.3361,1
33.7023,-84.5143,1
33.7023,-84.4882,1
33.7023,-84.4665,1
33.6987,-84.5186,1
33.6987,-84.5012,1
33.6987,-84.4882,1
33.6951,-84.523,1
33.6914,-84.5012,1
33.6914,-84.3101,1
33.6878,-84.3666,1
33.6842,-84.4231,1
33.6842,-84.4057,1
33.6625,-84.3319,1
33.6588,-84.4665,1
33.6443,-84.4014,1
33.6443,-84.3927,1
33.6407,-84.4969,1
33.6407,-84.4926,1
33.6335,-84.4231,1
33.6335,-84.371,1
33.6299,-84.3797,1
33.6226,-84.3841,1
33.6117,-84.4015,1
33.6081,-84.4275,1
33.6081,-84.4232,1
33.4451,-84.2674,1
33.869,-84.3271,2
33.8654,-84.3488,2
33.8654,-84.3271,2
33.8617,-84.3489,2
33.8581,-84.4098,2
33.8581,-84.3793,2
33.8581,-84.3227,2
33.8545,-84.4185,2
33.8509,-84.4316,2
33.8472,-84.3968,2
33.8472,-84.3924,2
33.8436,-84.3837,2
33.8436,-84.375,2
33.84,-84.4272,2
33.84,-84.3228,2
33.8364,-84.4272,2
33.8327,-84.4142,2
33.8291,-84.4272,2
33.8255,-84.4359,2
33.8255,-84.4316,2
33.8219,-84.4359,2
33.8219,-84.3228,2
33.8183,-84.3228,2
33.8146,-84.3229,2
33.8001,-84.436,2
33.7965,-84.4186,2
33.7893,-84.4664,2
33.7856,-84.4751,2
33.782,-84.4795,2
33.7784,-84.4403,2
33.7784,-84.4099,2
33.7748,-84.4621,2
33.7712,-84.4751,2
33.7712,-84.4577,2
33.7603,-84.3708,2
33.7458,-84.3752,2
33.7313,-84.5099,2
33.7277,-84.4447,2
33.7204,-84.5056,2
33.7168,-84.4795,2
33.7168,-84.3187,2
33.7096,-84.4882,2
33.7096,-84.4317,2
33.7023,-84.4578,2
33.6987,-84.4535,2
33.6951,-84.3405,2
33.677,-84.3579,2
33.648,-84.3406,2
33.6335,-84.4188,2
33.8726,-84.3793,3
33.869,-84.3663,3
33.8654,-84.3663,3
33.8617,-84.4054,3
33.8617,-84.3967,3
33.8581,-84.3402,3
33.8509,-84.3663,3
33.8472,-84.3881,3
33.84,-84.4229,3
33.8364,-84.3881,3
33.8364,-84.3663,3
33.8327,-84.4316,3
33.8327,-84.4272,3
33.8327,-84.3924,3
33.8327,-84.3228,3
33.8291,-84.4185,3
33.8255,-84.3228,3
33.8219,-84.4185,3
33.8146,-84.3751,3
33.7929,-84.436,3
33.7893,-84.3621,3
33.782,-84.4403,3
33.782,-84.4142,3
33.7784,-84.3925,3
33.7748,-84.4577,3
33.7639,-84.3969,3
33.7639,-84.3795,3
33.7639,-84.3708,3
33.7422,-84.5012,3
33.7313,-84.5143,3
33.7204,-84.5143,3
33.7132,-84.5012,3
33.7096,-84.297,3
33.7059,-84.523,3
33.6951,-84.4752,3
33.6914,-84.4057,3
33.6806,-84.523,3
33.6733,-84.523,3
33.6661,-84.5056,3
33.6625,-84.5013,3
33.6588,-84.4969,3
33.648,-84.4839,3
33.6443,-84.5056,3
33.6443,-84.4058,3
33.6407,-84.4101,3
33.6407,-84.3971,3
33.6371,-84.3754,3
33.6371,-84.3493,3
33.6226,-84.4275,3
33.6226,-84.4101,3
33.8654,-84.3793,4
33.8654,-84.3314,4
33.8617,-84.3227,4
33.8581,-84.4141,4
33.8545,-84.3924,4
33.8509,-84.4011,4
33.8472,-84.375,4
33.8436,-84.4142,4
33.8436,-84.4011,4
33.8436,-84.3968,4
33.8436,-84.3924,4
33.8436,-84.3881,4
33.84,-84.3924,4
33.8364,-84.4229,4
33.8364,-84.3794,4
33.8364,-84.375,4
33.8364,-84.3707,4
33.8327,-84.4185,4
33.8255,-84.3663,4
33.8219,-84.4272,4
33.8219,-84.3663,4
33.8146,-84.4273,4
33.8146,-84.3707,4
33.8038,-84.3794,4
33.7965,-84.4229,4
33.7929,-84.3316,4
33.7748,-84.4664,4
33.7748,-84.4186,4
33.7748,-84.349,4
33.7675,-84.4099,4
33.7422,-84.2796,4
33.7349,-84.4621,4
33.7241,-84.4491,4
33.7241,-84.2796,4
33.7168,-84.4839,4
33.7132,-84.4795,4
33.7132,-84.4317,4
33.7096,-84.5143,4
33.7023,-84.5056,4
33.6987,-84.5056,4
33.6987,-84.4621,4
33.6987,-84.4404,4
33.6951,-84.5186,4
33.6951,-84.3492,4
33.6878,-84.4057,4
33.6697,-84.5056,4
33.6697,-84.5013,4
33.6552,-84.3493,4
33.6443,-84.3971,4
33.6335,-84.3797,4
33.6117,-84.4145,4
33.8654,-84.388,5
33.8654,-84.3532,5
33.8617,-84.4098,5
33.8545,-84.4229,5
33.8545,-84.375,5
33.8545,-84.3445,5
33.8509,-84.3924,5
33.8472,-84.4055,5
33.8472,-84.3837,5
33.84,-84.4098,5
33.84,-84.3837,5
33.8327,-84.375,5
33.8255,-84.4272,5
33.8183,-84.4186,5
33.8183,-84.3794,5
33.8183,-84.375,5
33.8146,-84.4229,5
33.811,-84.4012,5
33.8001,-84.3533,5
33.7965,-84.362,5
33.7856,-84.4186,5
33.7784,-84.4447,5
33.7567,-84.3013,5
33.753,-84.2926,5
33.7204,-84.4491,5
33.7132,-84.523,5
33.7096,-84.4839,5
33.7023,-84.5099,5
33.7023,-84.4839,5
33.6842,-84.523,5
33.6697,-84.3536,5
33.6661,-84.4795,5
33.6625,-84.5099,5
33.6588,-84.3406,5
33.6371,-84.3667,5
33.6262,-84.3928,5
33.6154,-84.4232,5
33.6154,-84.4058,5
33.8617,-84.3924,6
33.8617,-84.3401,6
33.8545,-84.3967,6
33.8545,-84.3402,6
33.8545,-84.3228,6
33.8509,-84.4098,6
33.8509,-84.3967,6
33.8509,-84.388,6
33.8509,-84.3445,6
33.8472,-84.4229,6
33.8472,-84.4142,6
33.8472,-84.3489,6
33.8436,-84.4185,6
33.8436,-84.3794,6
33.84,-84.4011,6
33.84,-84.375,6
33.8364,-84.4185,6
33.8364,-84.4142,6
33.8327,-84.3881,6
33.8291,-84.3924,6
33.8146,-84.3881,6
33.811,-84.3968,6
33.811,-84.3229,6
33.7965,-84.3229,6
33.7893,-84.3534,6
33.782,-84.449,6
33.782,-84.4316,6
33.7603,-84.3056,6
33.7277,-84.284,6
33.7241,-84.4882,6
33.7023,-84.4535,6
33.6951,-84.5143,6
33.6914,-84.4926,6
33.6878,-84.5099,6
33.6697,-84.3493,6
33.6661,-84.4969,6
33.6371,-84.358,6
33.6299,-84.4014,6
33.6262,-84.3841,6
33.8654,-84.3837,7
33.8654,-84.375,7
33.8654,-84.3619,7
33.8617,-84.4185,7
33.8617,-84.4011,7
33.8617,-84.3271,7
33.8581,-84.4185,7
33.8581,-84.3924,7
33.8581,-84.3445,7
33.8545,-84.4142,7
33.8509,-84.3271,7
33.8472,-84.3706,7
33.8472,-84.3315,7
33.8436,-84.3228,7
33.84,-84.4142,7
33.84,-84.3707,7
33.84,-84.3663,7
33.8291,-84.3228,7
33.8255,-84.3707,7
33.8219,-84.4055,7
33.8219,-84.3707,7
33.8183,-84.3707,7
33.8183,-84.3663,7
33.7929,-84.4621,7
33.7856,-84.3142,7
33.7712,-84.4143,7
33.753,-84.4665,7
33.7494,-84.4969,7
33.7313,-84.4969,7
33.7313,-84.423,7
33.7241,-84.4795,7
33.7132,-84.4274,7
33.7096,-84.5273,7
33.7096,-84.523,7
33.7059,-84.5012,7
33.6951,-84.3449,7
33.6806,-84.3405,7
33.6733,-84.4795,7
33.6516,-84.4665,7
33.6443,-84.371,7
33.6299,-84.4058,7
33.6154,-84.4015,7
33.8617,-84.3445,8
33.8617,-84.3314,8
33.8581,-84.3706,8
33.8581,-84.3271,8
33.8545,-84.4011,8
33.8545,-84.3489,8
33.8509,-84.3402,8
33.8472,-84.3663,8
33.84,-84.4185,8
33.8364,-84.4011,8
33.8327,-84.3968,8
33.8291,-84.4229,8
33.8255,-84.4185,8
33.8219,-84.3881,8
33.8183,-84.3881,8
33.8183,-84.3272,8
33.811,-84.3881,8
33.8038,-84.4534,8
33.7893,-84.3577,8
33.782,-84.4751,8
33.7712,-84.4621,8
33.7349,-84.5143,8
33.7241,-84.4534,8
33.7241,-84.3665,8
33.7132,-84.4448,8
33.7096,-84.4752,8
33.6951,-84.4882,8
33.6951,-84.4491,8
33.6951,-84.4404,8
33.6914,-84.523,8
33.6806,-84.3796,8
33.6697,-84.5186,8
33.6661,-84.4622,8
33.6443,-84.4969,8
33.6335,-84.3667,8
33.6335,-84.358,8
33.6299,-84.4188,8
33.6262,-84.3971,8
33.6262,-84.3797,8
33.6226,-84.4318,8
33.6226,-84.4058,8
33.6226,-84.4014,8
33.8617,-84.3837,9
33.8581,-84.4054,9
33.8581,-84.3967,9
33.8545,-84.4272,9
33.8545,-84.3793,9
33.8545,-84.3706,9
33.8509,-84.4055,9
33.8509,-84.3837,9
33.8472,-84.3532,9
33.8472,-84.3271,9
33.8436,-84.3663,9
33.84,-84.3881,9
33.8327,-84.3837,9
33.8327,-84.3707,9
33.8291,-84.3794,9
33.8255,-84.3881,9
33.8219,-84.4229,9
33.8219,-84.4098,9
33.8183,-84.4229,9
33.8183,-84.4098,9
33.8183,-84.4055,9
33.8146,-84.4012,9
33.7929,-84.362,9
33.782,-84.436,9
33.782,-84.4186,9
33.782,-84.3708,9
33.7784,-84.436,9
33.7784,-84.4143,9
33.7458,-84.4708,9
33.7277,-84.297,9
33.7168,-84.4578,9
33.7168,-84.4491,9
33.7168,-84.4448,9
33.6951,-84.4926,9
33.6842,-84.4448,9
33.6806,-84.5186,9
33.677,-84.4578,9
33.6516,-84.3319,9
33.648,-84.345,9
33.6407,-84.358,9
33.8545,-84.4054,10
33.8509,-84.3793,10
33.8472,-84.3793,10
33.8436,-84.3358,10
33.84,-84.3489,10
33.8364,-84.3968,10
33.8291,-84.375,10
33.8255,-84.4229,10
33.8219,-84.375,10
33.8219,-84.3272,10
33.8183,-84.3924,10
33.8146,-84.4055,10
33.811,-84.3838,10
33.811,-84.3794,10
33.8001,-84.3577,10
33.7965,-84.4316,10
33.7639,-84.3186,10
33.7639,-84.3143,10
33.7494,-84.4925,10
33.7494,-84.4665,10
33.7385,-84.4882,10
33.7349,-84.5012,10
33.7277,-84.5056,10
33.7241,-84.4361,10
33.7168,-84.5143,10
33.7168,-84.4665,10
33.7168,-84.3014,10
33.7096,-84.5186,10
33.7096,-84.5099,10
33.7059,-84.4535,10
33.7023,-84.4795,10
33.7023,-84.4752,10
33.7023,-84.4621,10
33.6914,-84.4187,10
33.6733,-84.4926,10
33.6661,-84.5013,10
33.6371,-84.3623,10
33.6299,-84.4101,10
33.6262,-84.4362,10
33.8654,-84.3706,11
33.8617,-84.4141,11
33.8581,-84.388,11
33.8581,-84.3489,11
33.8545,-84.3315,11
33.8472,-84.3358,11
33.8291,-84.3837,11
33.8291,-84.3663,11
33.8146,-84.4186,11
33.8146,-84.4142,11
33.811,-84.4055,11
33.811,-84.3751,11
33.811,-84.3707,11
33.7893,-84.3186,11
33.7856,-84.4316,11
33.7856,-84.4142,11
33.753,-84.4708,11
33.7277,-84.4752,11
33.7168,-84.4317,11
33.7132,-84.5056,11
33.7096,-84.4491,11
33.6951,-84.4665,11
33.6299,-84.4275,11
33.8581,-84.4011,12
33.8581,-84.3837,12
33.8545,-84.3837,12
33.8545,-84.3532,12
33.8509,-84.375,12
33.8509,-84.3619,12
33.8509,-84.3489,12
33.8509,-84.3315,12
33.8472,-84.4098,12
33.8436,-84.3489,12
33.84,-84.3968,12
33.84,-84.3794,12
33.8364,-84.3837,12
33.8219,-84.3794,12
33.811,-84.4099,12
33.8074,-84.3794,12
33.7929,-84.3273,12
33.7893,-84.3794,12
33.782,-84.3969,12
33.7748,-84.4751,12
33.7748,-84.4099,12
33.7712,-84.4099,12
33.7675,-84.3708,12
33.7639,-84.4056,12
33.753,-84.4012,12
