33.878,33.8744,-84.5295,-84.5251,0
33.878,33.8744,-84.5251,-84.5208,0
33.878,33.8744,-84.5208,-84.5164,0
33.878,33.8744,-84.5164,-84.5121,0
33.878,33.8744,-84.5121,-84.5077,0
33.878,33.8744,-84.5077,-84.5034,0
33.878,33.8744,-84.5034,-84.499,0
33.878,33.8744,-84.499,-84.4947,0
33.878,33.8744,-84.4947,-84.4903,0
33.878,33.8744,-84.4903,-84.486,0
33.878,33.8744,-84.486,-84.4816,0
33.878,33.8744,-84.4816,-84.4772,0
33.878,33.8744,-84.4772,-84.4729,0
33.878,33.8744,-84.4729,-84.4685,0
33.878,33.8744,-84.4685,-84.4642,0
33.878,33.8744,-84.4642,-84.4598,0
33.878,33.8744,-84.4598,-84.4555,0
33.878,33.8744,-84.4555,-84.4511,0
33.878,33.8744,-84.4511,-84.4468,0
33.878,33.8744,-84.4468,-84.4424,0
33.878,33.8744,-84.4424,-84.4381,0
33.878,33.8744,-84.4381,-84.4337,0
33.878,33.8744,-84.4337,-84.4294,0
33.878,33.8744,-84.4294,-84.425,0
33.878,33.8744,-84.425,-84.4207,0
33.878,33.8744,-84.4207,-84.4163,0
33.878,33.8744,-84.4163,-84.4119,0
33.878,33.8744,-84.4119,-84.4076,0
33.878,33.8744,-84.4076,-84.4032,0
33.878,33.8744,-84.4032,-84.3989,0
33.878,33.8744,-84.3989,-84.3945,0
33.878,33.8744,-84.3945,-84.3902,0
33.878,33.8744,-84.3902,-84.3858,0
33.878,33.8744,-84.3858,-84.3815,0
33.878,33.8744,-84.3815,-84.3771,0
33.878,33.8744,-84.3771,-84.3728,0
33.878,33.8744,-84.3728,-84.3684,0
33.878,33.8744,-84.3684,-84.3641,0
33.878,33.8744,-84.3641,-84.3597,0
33.878,33.8744,-84.3597,-84.3554,0
33.878,33.8744,-84.3554,-84.351,0
33.878,33.8744,-84.351,-84.3466,0
33.878,33.8744,-84.3466,-84.3423,0
33.878,33.8744,-84.3423,-84.3379,0
33.878,33.8744,-84.3379,-84.3336,0
33.878,33.8744,-84.3336,-84.3292,0
33.878,33.8744,-84.3292,-84.3249,0
33.878,33.8744,-84.3249,-84.3205,0
33.878,33.8744,-84.3205,-84.3162,0
33.878,33.8744,-84.3162,-84.3118,0
33.878,33.8744,-84.3118,-84.3075,0
33.878,33.8744,-84.3075,-84.3031,0
33.878,33.8744,-84.3031,-84.2988,0
33.878,33.8744,-84.2988,-84.2944,0
33.878,33.8744,-84.2944,-84.2901,0
33.878,33.8744,-84.2901,-84.2857,0
33.878,33.8744,-84.2857,-84.2813,0
33.878,33.8744,-84.2813,-84.277,0
33.878,33.8744,-84.277,-84.2726,0
33.878,33.8744,-84.2726,-84.2683,0
33.878,33.8744,-84.2683,-84.2639,0
33.878,33.8744,-84.2639,-84.2596,0
33.8744,33.8708,-84.5295,-84.5251,0
33.8744,33.8708,-84.5251,-84.5208,0
33.8744,33.8708,-84.5208,-84.5164,0
33.8744,33.8708,-84.5164,-84.5121,0
33.8744,33.8708,-84.5121,-84.5077,0
33.8744,33.8708,-84.5077,-84.5034,0
33.8744,33.8708,-84.5034,-84.499,0
33.8744,33.8708,-84.499,-84.4947,0
33.8744,33.8708,-84.4947,-84.4903,0
33.8744,33.8708,-84.4903,-84.486,0
33.8744,33.8708,-84.486,-84.4816,0
33.8744,33.8708,-84.4816,-84.4772,0
33.8744,33.8708,-84.4772,-84.4729,0
33.8744,33.8708,-84.4729,-84.4685,0
33.8744,33.8708,-84.4685,-84.4642,0
33.8744,33.8708,-84.4642,-84.4598,0
33.8744,33.8708,-84.4598,-84.4555,0
33.8744,33.8708,-84.4555,-84.4511,0
33.8744,33.8708,-84.4511,-84.4468,0
33.8744,33.8708,-84.4468,-84.4424,0
33.8744,33.8708,-84.4424,-84.4381,0
33.8744,33.8708,-84.4381,-84.4337,0
33.8744,33.8708,-84.4337,-84.4294,0
33.8744,33.8708,-84.4294,-84.425,0
33.8744,33.8708,-84.425,-84.4207,0
33.8744,33.8708,-84.4207,-84.4163,0
33.8744,33.8708,-84.4163,-84.412,0
33.8744,33.8708,-84.412,-84.4076,0
33.8744,33.8708,-84.4076,-84.4032,0
33.8744,33.8708,-84.4032,-84.3989,0
33.8744,33.8708,-84.3989,-84.3945,0
33.8744,33.8708,-84.3945,-84.3902,0
33.8744,33.8708,-84.3902,-84.3858,0
33.8744,33.8708,-84.3858,-84.3815,0
33.8744,33.8708,-84.3771,-84.3728,0
33.8744,33.8708,-84.3728,-84.3684,0
33.8744,33.8708,-84.3684,-84.3641,0
33.8744,33.8708,-84.3641,-84.3597,0
33.8744,33.8708,-84.3597,-84.3554,0
33.8744,33.8708,-84.3554,-84.351,0
33.8744,33.8708,-84.351,-84.3467,0
33.8744,33.8708,-84.3467,-84.3423,0
33.8744,33.8708,-84.3423,-84.3379,0
33.8744,33.8708,-84.3379,-84.3336,0
33.8744,33.8708,-84.3336,-84.3292,0
33.8744,33.8708,-84.3292,-84.3249,0
33.8744,33.8708,-84.3249,-84.3205,0
33.8744,33.8708,-84.3205,-84.3162,0
33.8744,33.8708,-84.3162,-84.3118,0
33.8744,33.8708,-84.3118,-84.3075,0
33.8744,33.8708,-84.3075,-84.3031,0
33.8744,33.8708,-84.3031,-84.2988,0
33.8744,33.8708,-84.2988,-84.2944,0
33.8744,33.8708,-84.2944,-84.2901,0
33.8744,33.8708,-84.2901,-84.2857,0
33.8744,33.8708,-84.2857,-84.2814,0
33.8744,33.8708,-84.2814,-84.277,0
33.8744,33.8708,-84.277,-84.2727,0
33.8744,33.8708,-84.2727,-84.2683,0
33.8744,33.8708,-84.2683,-84.2639,0
33.8744,33.8708,-84.2639,-84.2596,0
33.8708,33.8672,-84.5295,-84.5251,0
33.8708,33.8672,-84.5251,-84.5208,0
33.8708,33.8672,-84.5208,-84.5164,0
33.8708,33.8672,-84.5164,-84.5121,0
33.8708,33.8672,-84.5121,-84.5077,0
33.8708,33.8672,-84.5077,-84.5034,0
33.8708,33.8672,-84.5034,-84.499,0
33.8708,33.8672,-84.499,-84.4947,0
33.8708,33.8672,-84.4947,-84.4903,0
33.8708,33.8672,-84.4903,-84.486,0
33.8708,33.8672,-84.486,-84.4816,0
33.8708,33.8672,-84.4816,-84.4772,0
33.8708,33.8672,-84.4772,-84.4729,0
33.8708,33.8672,-84.4729,-84.4685,0
33.8708,33.8672,-84.4685,-84.4642,0
33.8708,33.8672,-84.4642,-84.4598,0
33.8708,33.8672,-84.4598,-84.4555,0
33.8708,33.8672,-84.4555,-84.4511,0
33.8708,33.8672,-84.4511,-84.4468,0
33.8708,33.8672,-84.4468,-84.4424,0
33.8708,33.8672,-84.4424,-84.4381,0
33.8708,33.8672,-84.4381,-84.4337,0
33.8708,33.8672,-84.4337,-84.4294,0
33.8708,33.8672,-84.4294,-84.425,0
33.8708,33.8672,-84.425,-84.4207,0
33.8708,33.8672,-84.4207,-84.4163,0
33.8708,33.8672,-84.4163,-84.412,0
33.8708,33.8672,-84.412,-84.4076,0
33.8708,33.8672,-84.4076,-84.4032,0
33.8708,33.8672,-84.4032,-84.3989,0
33.8708,33.8672,-84.3989,-84.3945,0
33.8708,33.8672,-84.3945,-84.3902,0
33.8708,33.8672,-84.3902,-84.3858,0
33.8708,33.8672,-84.3771,-84.3728,0
33.8708,33.8672,-84.3728,-84.3684,0
33.8708,33.8672,-84.3641,-84.3597,0
33.8708,33.8672,-84.3597,-84.3554,0
33.8708,33.8672,-84.3554,-84.351,0
33.8708,33.8672,-84.351,-84.3467,0
33.8708,33.8672,-84.3467,-84.3423,0
33.8708,33.8672,-84.3423,-84.338,0
33.8708,33.8672,-84.338,-84.3336,0
33.8708,33.8672,-84.3336,-84.3293,0
33.8708,33.8672,-84.3249,-84.3205,0
33.8708,33.8672,-84.3205,-84.3162,0
33.8708,33.8672,-84.3162,-84.3118,0
33.8708,33.8672,-84.3118,-84.3075,0
33.8708,33.8672,-84.3075,-84.3031,0
33.8708,33.8672,-84.3031,-84.2988,0
33.8708,33.8672,-84.2988,-84.2944,0
33.8708,33.8672,-84.2944,-84.2901,0
33.8708,33.8672,-84.2901,-84.2857,0
33.8708,33.8672,-84.2857,-84.2814,0
33.8708,33.8672,-84.2814,-84.277,0
33.8708,33.8672,-84.277,-84.2727,0
33.8708,33.8672,-84.2727,-84.2683,0
33.8708,33.8672,-84.2683,-84.264,0
33.8708,33.8672,-84.264,-84.2596,0
33.8672,33.8635,-84.5295,-84.5251,0
33.8672,33.8635,-84.5251,-84.5208,0
33.8672,33.8635,-84.5208,-84.5164,0
33.8672,33.8635,-84.5164,-84.5121,0
33.8672,33.8635,-84.5121,-84.5077,0
33.8672,33.8635,-84.5077,-84.5034,0
33.8672,33.8635,-84.5034,-84.499,0
33.8672,33.8635,-84.499,-84.4947,0
33.8672,33.8635,-84.4947,-84.4903,0
33.8672,33.8635,-84.4903,-84.486,0
33.8672,33.8635,-84.486,-84.4816,0
33.8672,33.8635,-84.4816,-84.4773,0
33.8672,33.8635,-84.4773,-84.4729,0
33.8672,33.8635,-84.4729,-84.4685,0
33.8672,33.8635,-84.4685,-84.4642,0
33.8672,33.8635,-84.4642,-84.4598,0
33.8672,33.8635,-84.4598,-84.4555,0
33.8672,33.8635,-84.4555,-84.4511,0
33.8672,33.8635,-84.4511,-84.4468,0
33.8672,33.8635,-84.4468,-84.4424,0
33.8672,33.8635,-84.4424,-84.4381,0
33.8672,33.8635,-84.4381,-84.4337,0
33.8672,33.8635,-84.4337,-84.4294,0
33.8672,33.8635,-84.4294,-84.425,0
33.8672,33.8635,-84.425,-84.4207,0
33.8672,33.8635,-84.4207,-84.4163,0
33.8672,33.8635,-84.4163,-84.412,0
33.8672,33.8635,-84.4033,-84.3989,0
33.8672,33.8635,-84.3989,-84.3945,0
33.8672,33.8635,-84.3467,-84.3423,0
33.8672,33.8635,-84.338,-84.3336,0
33.8672,33.8635,-84.3206,-84.3162,0
33.8672,33.8635,-84.3162,-84.3118,0
33.8672,33.8635,-84.3118,-84.3075,0
33.8672,33.8635,-84.3075,-84.3031,0
33.8672,33.8635,-84.3031,-84.2988,0
33.8672,33.8635,-84.2988,-84.2944,0
33.8672,33.8635,-84.2944,-84.2901,0
33.8672,33.8635,-84.2901,-84.2857,0
33.8672,33.8635,-84.2857,-84.2814,0
33.8672,33.8635,-84.2814,-84.277,0
33.8672,33.8635,-84.277,-84.2727,0
33.8672,33.8635,-84.2727,-84.2683,0
